set_num,set_name,year,theme_id,num_parts,rebrickable_theme,theme,themeGroup,subtheme,category,agerange_min
1382-1,Scary Laboratory,2002,273,503,Studios,Studios,Modern day,Horror,Normal,
1383-1,Curse of the Pharaoh,2002,273,51,Studios,Studios,Modern day,Horror,Normal,
1384-1,Bird (Pre-School Building Toy) (Explore),2002,505,6,Basic Set,Explore,Pre-school,Imagination,Normal,
1385-1,Bracelet Sample Set,2003,500,13,Clikits,Clikits,Girls,,Normal,
1386-1,Bracelet Sample Set,2004,500,13,Clikits,Clikits,Girls,,Normal,
1388-1,Huki [McDonald's Set #1],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
1389-1,Onepu [McDonald's Set #2],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
1390-1,Maku [McDonald's Set #3],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,235,9,4.5V,,,,,
1391-1,Jala [McDonald's Set #4],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
1392-1,Kongu [McDonald's Set #5],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
1393-1,Matoro [McDonald's Set #6],2001,324,8,Bionicle,Bionicle,Constraction,Matoran,Normal,
139A-1,Electronic Control Unit (Forward - Stop),1969,235,13,4.5V,,,,,
1400-1,Basic Box,1986,467,173,Basic,Basic,Basic,,Normal,
140-1,Town Hall,1979,390,139,Fabuland,Fabuland,Junior,,Normal,
140-2,Bricks'n Motor Set,1969,465,152,Universal Building Set,,,,,
1403-1,Racing Leopard,2001,632,3,Town,Duplo,Pre-school,,Normal,
1404-1,Racing Tiger,2001,632,3,Town,Duplo,Pre-school,,Normal,
1405-1,Racing Lion,2001,632,3,Town,Duplo,Pre-school,,Normal,
1406-1,Nursing the Baby,2001,652,6,Playhouse,Duplo,Pre-school,,Normal,
1407-1,Cooking with Mummy (Mommy),2001,652,7,Playhouse,Duplo,Pre-school,,Normal,
1408-1,Walking the Dog with Daddy,2001,652,5,Playhouse,Duplo,Pre-school,,Normal,
14-1,Space Mini Figures,1982,443,24,Service Packs,Space,Action/Adventure,Minifigure Pack,Normal,
14-1,Space Mini Figures,1982,443,24,Service Packs,Space,Action/Adventure,Classic,Normal,
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),2001,273,35,Studios,Studios,Modern day,Promotional,Normal,
14122020-1,Ninjago: Official Guide,2012,758,5,Non-fiction Books,,,,,
14127980-1,Ninjago: The Way Of The Ghost,2015,761,6,Activity Books with LEGO Parts,,,,,
14128079-1,Legends of Chima: The Battle for Chima,2015,761,11,Activity Books with LEGO Parts,,,,,
1413-1,Rover,2001,135,29,Life On Mars,Space,Action/Adventure,Life On Mars,Normal,
14138-1,Catwalk Wallet,2008,501,0,Gear,,,,,
1414-1,Double Hover (Kabaya Promotional),2001,135,21,Life On Mars,Space,Action/Adventure,Life On Mars,Normal,
1415-1,Jet Scooter,2001,135,24,Life On Mars,Space,Action/Adventure,Life On Mars,Normal,
1416-1,Worker Robot,2001,135,30,Life On Mars,Space,Action/Adventure,Life On Mars,Normal,
1417-1,Vakama (Kabaya version),2001,324,26,Bionicle,Bionicle,Constraction,Promotional,Normal,
1417-2,Vakama (Polybag version),2003,324,26,Bionicle,,,,,
1418-1,Matau,2001,324,25,Bionicle,Bionicle,Constraction,Promotional,Normal,
1419-1,Nokama (Kabaya Promotional),2001,324,27,Bionicle,Bionicle,Constraction,Promotional,Normal,
1420-1,Nuju,2001,324,29,Bionicle,Bionicle,Constraction,Promotional,Normal,
14201220-1,Ninjago: The Chosen Four,2011,761,5,Activity Books with LEGO Parts,,,,,
14201420-1,Friends: Party Time,2016,761,24,Activity Books with LEGO Parts,,,,,
1421-1,Director's Copter (Kabaya Promotional),2001,273,22,Studios,Studios,Modern day,Promotional,Normal,
1422-1,Camera Cart (Kabaya Promotional),2001,273,20,Studios,Studios,Modern day,Promotional,Normal,
1423-1,Air Boat (Kabaya Promotional),2001,273,24,Studios,Studios,Modern day,Promotional,Normal,
1424-1,Stunt Go-Kart (Kabaya Promotional),2001,273,25,Studios,Studios,Modern day,Promotional,Normal,
14249-1,Batman Costume,2018,737,0,Role Play Toys and Costumes,,,,,
1425-1,Dash Jet Sub,2002,305,23,Mission Deep Sea,Alpha Team,Action/Adventure,Mission Deep Sea,Normal,
14251-1,Minifigure Costume,2018,737,0,Role Play Toys and Costumes,,,,,
1426-1,Cam Wing Diver,2002,305,21,Mission Deep Sea,Alpha Team,Action/Adventure,Mission Deep Sea,Normal,
1427-1,Ogel Marine Slizer,2002,305,21,Mission Deep Sea,Alpha Team,Action/Adventure,Mission Deep Sea,Normal,
14271-1,Minifigure Mask with Hands,2018,737,0,Role Play Toys and Costumes,,,,,
1428-1,Small Soccer Set 1 (Kabaya Box),2002,462,24,Soccer,Sports,Modern day,Football,Normal,
1428-2,Small Soccer Set 1 (Polybag),2002,462,24,Soccer,,,,,
1429-1,Small Soccer Set 2 (Kabaya Box),2002,462,23,Soccer,Sports,Modern day,Football,Normal,
1429-2,Small Soccer Set 2 (Polybag),2002,462,23,Soccer,,,,,
14-3,Small House Set,1973,433,0,Minitalia,Minitalia,Vintage,,Normal,
1430-1,Small Soccer Set 3 (Kabaya Box),2002,462,17,Soccer,Sports,Modern day,Football,Normal,
1430-2,Small Soccer Set 3 (Polybag),2002,462,17,Soccer,,,,,
1431-1,Tahnok Va (Kabaya Promotional),2002,324,26,Bionicle,Bionicle,Constraction,Bohrok Va,Normal,
1432-1,Nuhvok Va (Kabaya Promotional),2002,324,25,Bionicle,Bionicle,Constraction,Bohrok Va,Normal,
1433-1,Gahlok Va (Kabaya Promotional),2002,324,25,Bionicle,Bionicle,Constraction,Bohrok Va,Normal,
1434-1,Lehvak Va (Kabaya Promotional),2002,324,27,Bionicle,Bionicle,Constraction,Bohrok Va,Normal,
1435-1,Super Glider (Kabaya Promotional),2002,280,7,Jack Stone,Jack Stone,Junior,,Normal,
1436-1,Ultralight Flyer (Kabaya Promotional),2002,280,16,Jack Stone,Jack Stone,Junior,,Normal,
1437-1,Turbo Chopper (Kabaya Promotional),2002,280,13,Jack Stone,Jack Stone,Junior,,Normal,
1441-1,Fikou (Tree-Spider),2003,324,13,Bionicle,Bionicle,Constraction,Rahi,Normal,
144110-1,Monkie Kid Promotional Brick,2020,693,1,Monkie Kid,,,,,
14433-1,Friends Building Girlpower Duffle Bag,2014,777,0,"Bags, Totes, & Luggage",,,,,
1450-1,Small Bucket,2000,505,50,Basic Set,Duplo,Pre-school,,Normal,
145-1,Building Set,1974,465,412,Universal Building Set,Universal Building Set,Basic,,Normal,
1452-1,Flower,2001,440,1,Primo,Baby,Pre-school,,Normal,
1454-1,Stack 'N Learn,2001,440,3,Primo,Baby,Pre-school,,Normal,
14554-1,Bionicle: Matoran Adventures - Game Boy Advance,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Game Boy Advance,Gear,
14555-1,Creator: Harry Potter and the Chamber of Secrets - PC CD-ROM,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PC,Gear,
14556-1,Island Xtreme Stunts - PC CD-ROM,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PC,Gear,
14557-1,Island Xtreme Stunts - PS2,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PS2,Gear,
14558-1,Island Xtreme Stunts - Game Boy Advance,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Game Boy Advance,Gear,
14559-1,Drome Racers - PC CD-ROM,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PC,Gear,
14560-1,Drome Racers - PS2,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PS2,Gear,
1456-1,Squirt Frog,2001,440,1,Primo,Baby,Pre-school,,Normal,
14561-1,Galidor: Defenders of the Outer Dimension - Game Boy Advance,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Game Boy Advance,Gear,
14562-1,Galidor: Defenders of the Outer Dimension - PC CD-ROM,2002,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PC,Gear,
1457-1,Caterpillar,2001,440,3,Primo,Baby,Pre-school,,Normal,
146-1,Level Crossing,1976,235,69,4.5V,Trains,Modern day,4.5/12V,Normal,
1461-1,Turbo Force,1992,67,31,Classic Town,Town,Modern day,Racing,Normal,
1462-1,Galactic Scout,1992,129,23,Blacktron II,Space,Action/Adventure,Blacktron 2,Normal,
1463-1,Treasure Cart,1992,199,24,Lion Knights,Castle,Historical,Lion Knights,Normal,
1464-1,Pirate Lookout,1992,148,17,Pirates I,Pirates,Historical,,Normal,
14642-1,Drome Racers - Game Boy Advance,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Game Boy Advance,Gear,
14643-1,Drome Racers - Gamecube,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Gamecube,Gear,
1467-1,Shell Race Car,1987,67,46,Classic Town,Town,Modern day,Special,Normal,
14680-1,Bionicle: The Game - PS2,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PS2,Gear,
1468-1,Shell Tanker,1987,67,40,Classic Town,Town,Modern day,Special,Normal,
14681-1,Bionicle: The Game - Xbox,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Xbox,Gear,
14682-1,Bionicle: The Game - Gamecube,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Gamecube,Gear,
14683-1,Bionicle: The Game - PC CD-ROM,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/PC,Gear,
14684-1,Bionicle: The Game - Game Boy Advance,2003,742,0,Video Games and Accessories,Gear,Miscellaneous,Video Games/Game Boy Advance,Gear,
1469-1,Helicopter,1987,467,40,Basic,Town,Modern day,Special,Normal,
1470-1,Shell Station,1987,67,32,Classic Town,Town,Modern day,Special,Normal,
147-1,Refrigerated Car with Forklift,1976,235,113,4.5V,Trains,Modern day,4.5/12V,Normal,
1472-1,Holiday Home,1987,67,363,Classic Town,Town,Modern day,Leisure,Normal,
1474-1,Basic Building Set with Gift Item,1991,467,69,Basic,Basic,Basic,Universal Building Set,Normal,
1475-1,Airport Security Squad,1991,67,128,Classic Town,Town,Modern day,Flight,Normal,
1476-1,Five Set Bonus Pack,1991,559,0,Value Packs,Assorted,Miscellaneous,Bonus/Value Pack,Collection,
1477-1,Red Race Car Number 3,1991,67,39,Classic Town,Town,Modern day,Racing,Normal,
1478-1,Mobile Satellite Up-Link,1991,136,31,M:Tron,Space,Action/Adventure,M-Tron,Normal,
1479-1,2-Pilot Craft,1991,129,34,Blacktron II,Space,Action/Adventure,Blacktron 2,Normal,
1480-1,King's Catapult,1991,199,33,Lion Knights,Castle,Historical,Lion Knights,Normal,
14807412-1,City: Emergency Rescue,2011,761,9,Activity Books with LEGO Parts,,,,,
148-1,Central Station,1975,235,293,4.5V,Trains,Modern day,4.5/12V,Normal,
1481-1,Desert Island,1991,148,24,Pirates I,Pirates,Historical,,Normal,
1482-1,Panda and Friends,1990,505,26,Basic Set,Duplo,Pre-school,,Normal,
1483-1,Sailor and Parrot,1991,505,19,Basic Set,Duplo,Pre-school,,Normal,
1484-1,Town Houses,1987,67,215,Classic Town,Town,Modern day,Special,Normal,
1489-1,Mobile Car Crane,1989,67,175,Classic Town,Town,Modern day,Vehicles,Normal,
1490-1,Town Bank,1988,67,196,Classic Town,Town,Modern day,Shops and Services,Normal,
149-1,Fuel Refinery,1976,235,340,4.5V,Trains,Modern day,4.5/12V,Normal,
1491-1,Dual Defender,1992,188,48,Black Knights,Castle,Historical,Black Knights,Normal,
1492-1,Battle Cove,1992,148,27,Pirates I,Pirates,Historical,,Normal,
1495-1,Basic Building Set Trial Size,1988,467,26,Basic,Basic,Basic,Universal Building Set,Normal,
1496-1,Rally Car,1987,67,52,Classic Town,Town,Modern day,Racing,Normal,
1497-1,Rally and Pitcrew Team,1987,67,122,Classic Town,Town,Modern day,Racing,Normal,
1498-1,Spy-Bot,1987,130,63,Classic Space,Space,Action/Adventure,Classic,Normal,
1499-1,Twin Starfire,1987,130,89,Classic Space,Space,Action/Adventure,Classic,Normal,
1500-1,Oval Bricks,1988,505,2,Basic Set,Duplo,Pre-school,,Normal,
150-1,Straight Track,1966,235,25,4.5V,,,,,
1501-1,Yellow Bucket,1987,505,73,Basic Set,Duplo,Pre-school,,Normal,
1502-2,Duplo Duffel Bag,1986,777,0,"Bags, Totes, & Luggage",,,,,
1503-1,Car Building Set,1986,505,7,Basic Set,Duplo,Pre-school,,Normal,
1504-1,Family Bucket,1993,467,243,Basic,Basic,Basic,,Normal,
1504-2,House Building Set,1986,505,14,Basic Set,Duplo,Pre-school,,Normal,
1505-1,House and Car Building Sets,1986,505,0,Basic Set,Duplo,Pre-school,Bonus/Value Pack,Collection,
1506-1,Town Value Pack,1986,67,0,Classic Town,Town,Modern day,Bonus/Value Pack,Collection,
1507-1,Space Value Pack,1986,130,0,Classic Space,Space,Action/Adventure,Bonus/Value Pack,Collection,
15074-1,Friends Horse Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
1509-1,Town Value Pack,1987,67,0,Classic Town,Town,Modern day,Bonus/Value Pack,Collection,
15091-1,Legends of Chima Fire and Ice Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
15092-1,Ninjago Kai Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
15093-1,Friends Best Friend Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
15094-1,Friends Horse Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
15096-1,Ninjago Rebooted Easy Set,2015,777,0,"Bags, Totes, & Luggage",,,,,
15-1,Castle Mini Figures,1984,443,38,Service Packs,Space,Action/Adventure,Minifigure Pack,Normal,
15-1,Castle Mini Figures,1984,443,38,Service Packs,Castle,Historical,Classic,Normal,
1510-1,Space Value Pack,1987,130,0,Classic Space,Space,Action/Adventure,Bonus/Value Pack,Collection,
151-1,Curved Track,1966,235,28,4.5V,,,,,
1511-1,Basic Building Set,1986,467,67,Basic,Basic,Basic,,Normal,3.0
1512-1,Denken mit Lego (Thinking with Lego 250pcs),1972,517,250,Learning,Dacta,Educational,,Normal,
1512-2,Basic Set with Storage Case,1985,467,103,Basic,Basic,Basic,Universal Building Set,Normal,
1513-1,Denken mit Lego (Thinking with Lego 900pcs),1972,517,901,Learning,Dacta,Educational,,Normal,
1513-2,Basic Building Set Gift Item,1989,467,71,Basic,Basic,Basic,,Normal,
1514-1,Basic Building Set Trial Size,1988,467,46,Basic,Basic,Basic,Universal Building Set,Normal,
1515-1,Town Value Pack,1989,67,0,Classic Town,Gear,Miscellaneous,Pens,Gear,
1515-2,Classic Pen,2000,739,39,Stationery and Office Supplies,Town,Modern day,Bonus/Value Pack,Collection,
1516-1,Theater with Play-Scenes,1987,390,27,Fabuland,Fabuland,Junior,,Normal,
1516-2,Decoder Pen,2000,739,3,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1517-1,Race Car,1989,67,32,Classic Town,Town,Modern day,Racing,Normal,
15171-1,Legends of Chima Fire and Ice Backpack Trolley,2015,777,0,"Bags, Totes, & Luggage",,,,,
1517-2,Hieroglyph Pen,2000,739,3,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15173-1,Friends Best Friends Backpack Trolley,2015,777,0,"Bags, Totes, & Luggage",,,,,
1518-1,Race Car Repair,1989,67,82,Classic Town,Town,Modern day,Racing,Normal,
1518-2,Race Pen,2000,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1519-2,Sport Pen,2000,739,14,Stationery and Office Supplies,,,,,
15-2,Large House Set,1973,433,157,Minitalia,Minitalia,Vintage,,Normal,
1520-1,Basic Set with Storage Case,1985,467,215,Basic,Basic,Basic,,Normal,
1520-2,Town 2 for 1 Bonus Offer,1990,67,0,Classic Town,Gear,Miscellaneous,Pens,Gear,
1520-3,Adventure Pen,1999,739,13,Stationery and Office Supplies,,,,,
152-1,Two Train Wagons,1966,235,22,4.5V,,,,,
1521-1,Basic Building Set Trial Size,1989,467,24,Basic,Basic,Basic,Universal Building Set,Normal,
1522-1,Basic Building Set Trial Size,1989,467,44,Basic,Gear,Miscellaneous,Pens,Gear,
15222-1,Ninjago Kai Schoolbag Set,2014,777,0,"Bags, Totes, & Luggage",,,,,
1523-1,Basic Set Trial Size,1986,467,27,Basic,Gear,Miscellaneous,Pens,Gear,
15231-1,Legends of Chima Fire and Ice Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1523-2,Arctic Pen,2000,739,14,Stationery and Office Supplies,Basic,Basic,,Normal,
15232-1,Ninjago Kai Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15233-1,Friends Best Friends Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15234-1,Friends Horse Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15235-1,Jungle Friends Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15236-1,Ninjago Rebooted Large Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1524-1,Basic Set Trial Size,1986,467,38,Basic,Gear,Miscellaneous,Pens,Gear,
1524-2,Dino Island Pen,2000,739,14,Stationery and Office Supplies,Basic,Basic,,Normal,
1525-1,Container Lorry,1986,67,154,Classic Town,Town,Modern day,Vehicles,Normal,
1525-2,World Pen,2000,739,0,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1526-1,Space Radar Buggy,1986,130,105,Classic Space,Space,Action/Adventure,Classic,Normal,
1528-1,Dragster,1986,67,29,Classic Town,Town,Modern day,Racing,Normal,
15281-1,Legends of Chima Fire and Ice Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1528-2,Baseball Pen,2001,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15282-1,Ninjago Kai Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15283-1,Friends Best Friends Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15284-1,Friends Horse Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15285-1,Jungle Friends Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15286-1,Ninjago Rebooted Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1529-2,Basketball Pen,2001,739,14,Stationery and Office Supplies,Duplo,Pre-school,,Normal,
1530-1,Football Pen,2001,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1530-2,Space 2 for 1 Value Pack,1988,559,0,Value Packs,Space,Action/Adventure,Bonus/Value Pack,Collection,
153-1,Large Train Wagon,1966,235,15,4.5V,,,,,
1532-1,Aquazone Pen,2001,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15326-1,Ninjago Rebooted Backpack with Gym Bag,2014,777,0,"Bags, Totes, & Luggage",,,,,
1533-1,Minifigure Faces Pen,2001,739,20,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1534-1,LEGOLAND Pen,2001,739,17,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1535-1,Knights' Kingdom Pen,2001,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15362-1,Ninjago Kai Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15364-1,Friends Horse Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15365-1,Jungle Friends Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15366-1,Ninjago Rebooted Backpack with Gym Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1537-1,Dream Star Pen,2001,739,2,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1538-1,Safari Pen,2001,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15381-1,Legends of Chima Fire and Ice Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15382-1,Ninjago Kai Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15383-1,Friends Best Friends Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15384-1,Friends Horse Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
1539-2,Classic II Pen,2001,739,14,Stationery and Office Supplies,Duplo,Pre-school,,Normal,
1540-1,Betsy's Bedroom,1993,652,38,Playhouse,Duplo,Pre-school,,Normal,
154-1,Switch Track - 1 Right and 1 Left,1967,235,4,4.5V,,,,,
15411-1,Legends of Chima Fire and Ice Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15412-1,Ninjago Kai Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15413-1,Friends Best Friends Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15414-1,Friends Horse Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15415-1,Jungle Friends Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15416-1,Ninjago Rebooted Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
1542-1,Jack Stone Pen,2002,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
15421-1,Legends of Chima Fire and Ice Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15422-1,Ninjago Kai Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15423-1,Friends Best Friends Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15424-1,Friends Horse Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15425-1,Jungle Friends Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15426-1,Ninjago Rebooted Backpack,2015,777,0,"Bags, Totes, & Luggage",,,,,
15431-1,Legends of Chima Fire and Ice Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1543-2,Pen Belville,2002,739,15,Stationery and Office Supplies,,,,,
15432-1,Ninjago Kai Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15433-1,Friends Best Friends Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15434-1,Friends Horse Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15435-1,Jungle Friends Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
15436-1,Ninjago Rebooted Duffle Bag,2015,777,0,"Bags, Totes, & Luggage",,,,,
1544-1,Medium Bucket,1988,505,57,Basic Set,Duplo,Pre-school,,Normal,
15441-1,Legends of Chima Fire and Ice Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
15442-1,Ninjago Kai Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
15443-1,Friends Best Friend Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
15444-1,Friends Horse Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
15445-1,Jungle Friends Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
15446-1,Ninjago Rebooted Pencil Case with Pencils,2015,739,0,Stationery and Office Supplies,,,,,
1545-1,Build-A-Rabbit,1992,229,29,Easter,Basic,Basic,,Normal,
1546-1,Airplane,1985,728,31,McDonalds,Universal Building Set,Basic,,Normal,
1546-2,Racers Pen,2002,739,17,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1547-1,Black Knights Boat,1993,188,58,Black Knights,Castle,Historical,Black Knights,Normal,
1548-1,Stena Line Ferry,1992,471,174,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1548-2,Helicopter,1985,728,32,McDonalds,Universal Building Set,Basic,,Normal,
1549-1,Santa and Chimney,1992,227,62,Christmas,Basic,Basic,Seasonal,Normal,
1550-1,Sterling Super Caravelle,1972,412,50,Airport,LEGOLAND,Vintage,,Normal,
155-1,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",1967,235,14,4.5V,,,,,
1551-1,Chick,1985,229,6,Easter,Basic,Basic,,Normal,
1551-2,Sterling Luggage Carrier,1972,412,49,Airport,LEGOLAND,Vintage,,Normal,
1552-1,Maersk Line Container Truck,1985,67,442,Classic Town,Town,Modern day,Special,Normal,
1552-2,STERLING Boeing 727,1974,412,46,Airport,LEGOLAND,Vintage,,Normal,
1554-1,Silja Line Ferry,1986,471,172,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1555-1,Santa Claus,1986,227,19,Christmas,Basic,Basic,Seasonal,Normal,
1555-2,Sterling Airways Biplane,1978,412,45,Airport,LEGOLAND,Vintage,Town,Normal,
1556-1,Christmas Hearts,1986,227,10,Christmas,Basic,Basic,Seasonal,Normal,
1557-1,Scooter,1986,130,26,Classic Space,Space,Action/Adventure,Classic,Normal,
1558-1,Mobile Command Trailer,1986,130,68,Classic Space,Space,Action/Adventure,Classic,Normal,
1559-1,Clown Car,1990,632,4,Town,Duplo,Pre-school,,Normal,
1560-1,Glory Glider,1990,67,26,Classic Town,Town,Modern day,Special,Normal,
1560-2,Lufthansa Boeing 727,1976,729,45,Airlines,LEGOLAND,Vintage,,Normal,
1560-3,Crest Basic Building Set,1985,467,27,Basic,Basic,Basic,Universal Building Set,Normal,
156-1,2 Signals with Automatic Stop / Go Attachment,1968,235,6,4.5V,,,,,
1561-1,Stunt Chopper,1990,67,30,Classic Town,Town,Modern day,Stunt Club,Normal,
1561-2,Lufthansa Flight Crew,1976,364,61,Building Set with People,Building Set with People,Vintage,,Normal,
156-2,Straight Track,1976,235,25,4.5V,Trains,Modern day,4.5/12V,Normal,
1562-1,Wave Jumper,1990,67,25,Classic Town,Town,Modern day,Special,Normal,
1562-2,Basic Building Set,1985,467,36,Basic,Basic,Basic,,Normal,
1562-3,Lufthansa Double-Decker,1976,412,51,Airport,LEGOLAND,Vintage,,Normal,
1563-1,Track Blaster,1990,67,30,Classic Town,Town,Modern day,Special,Normal,
1570-1,Fabuland Promotion,1986,390,3,Fabuland,Fabuland,Junior,,Normal,
1570541574-1,Crazy Action Contraptions: A LEGO Inventions Book,1998,498,64,Technic,,,,,
157-1,Curved Track,1976,235,25,4.5V,Trains,Modern day,4.5/12V,Normal,
157-2,Automatic Direction Changer,1969,235,7,4.5V,,,,,
1572-1,Super Tow Truck,1986,67,80,Classic Town,Town,Modern day,Vehicles,Normal,
157-3,Four Car Auto Transport,1970,756,65,Samsonite,Samsonite,Vintage,Model Maker,Normal,
1575-1,Finnjet Ferry,1977,471,508,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1575-2,Basic Set with Board Game,1987,467,240,Basic,Basic,Basic,,Normal,
1576-1,Happy Face Carry Case,1994,505,31,Basic Set,Duplo,Pre-school,,Normal,
1577-1,Medium Bucket,1988,467,217,Basic,Basic,Basic,,Normal,3.0
1579-1,Animal Fun,1993,505,30,Basic Set,Duplo,Pre-school,,Normal,
1580-1,Lunar Scout,1986,130,70,Classic Space,Space,Action/Adventure,Classic,Normal,
1580-2,Silja Line Ferry,1977,471,414,Ferries,Promotional,Miscellaneous,Ferries,Normal,
158-1,Railroad Crossing Gate,1969,235,8,4.5V,,,,,
1581-1,Silja Line Ferry,1981,471,183,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1581-2,Delivery Truck,1990,67,123,Classic Town,Town,Modern day,Special,Normal,
1584-1,Knights Challenge,1988,199,168,Lion Knights,Castle,Historical,Lion Knights,Normal,
1588-1,Basic Set,1987,467,27,Basic,Basic,Basic,,Normal,
1589-1,Town Square,1978,67,443,Classic Town,Town,Modern day,Special,Normal,
1589-2,Breakdown Assistance (TCS Version),1986,67,263,Classic Town,Town,Modern day,Special,Normal,
