set_num,set_name,year,theme_id,num_parts,rebrickable_theme,theme,themeGroup,subtheme,category,agerange_min
1590-2,Breakdown Assistance (ANWB Version),1982,67,263,Classic Town,Town,Modern day,Special,Normal,
159-1,"Crossover, Straight Rails",1976,235,25,4.5V,Trains,Modern day,4.5/12V,Normal,
1591-1,Danone Truck,1980,67,40,Classic Town,Town,Modern day,Special,Normal,
1591-2,Bucket,1991,505,35,Basic Set,Duplo,Pre-school,,Normal,
1592-1,Town Square - Castle Scene,1980,67,496,Classic Town,Town,Modern day,Classic,Normal,
1592-2,Town Square - Castle Scene (Dutch Version),1983,67,496,Classic Town,,,,,
1593-1,Super Model,1983,130,314,Classic Space,Space,Action/Adventure,Classic,Normal,
1593270542-1,The Unofficial LEGO Builder's Guide,2005,758,0,Non-fiction Books,,,,,
1594-1,Rabbit and Bear Friend,1992,505,13,Basic Set,Duplo,Pre-school,,Normal,
1595-1,Girl with Cat,1993,505,17,Basic Set,Duplo,Pre-school,,Normal,
1596-1,Ghostly Hideout,1993,203,37,Wolfpack,Castle,Historical,Wolfpack,Normal,
1597-1,Castle 3-Pack,1993,186,0,Castle,Castle,Historical,Bonus/Value Pack,Collection,
1598-1,Basic Set,1987,467,38,Basic,Basic,Basic,,Normal,
1599-1,Britannia Airways,1987,729,105,Airlines,Basic,Basic,,Normal,
160-1,Magnetic Couplings,1968,235,6,4.5V,,,,,
1601-1,Conveyance,1976,416,200,Construction,LEGOLAND,Vintage,,Normal,
1602-1,Giraffe,1987,467,16,Basic,Basic,Basic,,Normal,3.0
1603-1,Trial Size Imagination,1987,467,13,Basic,Basic,Basic,,Normal,
1604-1,Lion,1987,467,17,Basic,Basic,Basic,,Normal,
1605-1,Snail,1987,467,14,Basic,Basic,Basic,,Normal,
1606-1,Car,1987,467,23,Basic,Basic,Basic,,Normal,
1607-1,Helicopter,1987,467,26,Basic,Basic,Basic,,Normal,
1608-1,Aeroplane,1987,467,24,Basic,Universal Building Set,Basic,,Normal,
1609-1,Ship,1987,467,31,Basic,Basic,Basic,,Normal,
16091-1,City Fire Easy Set,2016,777,0,"Bags, Totes, & Luggage",,,,,
16-1,Transparent Bricks,1988,443,32,Service Packs,Castle,Historical,Classic,Normal,
1610-1,Police Car,1991,67,23,Classic Town,Town,Modern day,Police,Normal,
1610-2,Martinair Cessna,1978,412,83,Airport,LEGOLAND,Vintage,,Normal,
161-1,Battery Wagon with Signal and Direction - Changing,1972,235,8,4.5V,Trains,Modern day,4.5/12V,Normal,
1611-1,Dune Buggy,1991,67,21,Classic Town,Town,Modern day,Racing,Normal,
1611-2,Martinair DC-9,1978,412,64,Airport,LEGOLAND,Vintage,,Normal,
1612-1,Victory Racer,1988,67,30,Classic Town,Town,Modern day,Racing,Normal,6.0
1613-1,Basic Set in Bucket,1987,467,375,Basic,Basic,Basic,,Normal,
1614-1,Build-a-Farm,1993,632,28,Town,Duplo,Pre-school,,Normal,
1615-1,Basic Set,1987,467,376,Basic,Basic,Basic,,Normal,
1616-1,Space Combi-Pack,1989,132,0,Futuron,Space,Action/Adventure,Bonus/Value Pack,Collection,
1617-1,Small Bucket,1988,467,155,Basic,Basic,Basic,,Normal,
16171-1,City Fire Easy Set,2012,777,0,"Bags, Totes, & Luggage",,,,,
1619-1,Storage Bucket,1986,467,260,Basic,Basic,Basic,,Normal,
1620-1,Astro Dart,1990,132,30,Futuron,Space,Action/Adventure,Futuron,Normal,
1620-2,Factory,1978,67,234,Classic Town,Town,Modern day,Special,Normal,
162-1,Locomotive without Motor,1977,235,210,4.5V,Trains,Modern day,4.5/12V,Normal,
1621-1,Lunar MPV Vehicle,1990,132,96,Futuron,Space,Action/Adventure,Futuron,Normal,
16231-1,City Fire Backpack,2012,777,0,"Bags, Totes, & Luggage",,,,,
1624-1,King's Archer,1993,188,22,Black Knights,Castle,Historical,Black Knights,Normal,
1625-1,Snowman,1989,227,40,Christmas,Basic,Basic,Seasonal,Normal,
1626-1,Angel,1989,227,33,Christmas,Basic,Basic,Seasonal,Normal,
1627-1,Santa,1989,227,36,Christmas,Basic,Basic,Seasonal,Normal,
16272-1,Ninjago Kai Easy Backpack,2014,777,0,"Bags, Totes, & Luggage",,,,,
1628-1,Santa on Sleigh with Reindeer,1989,227,63,Christmas,Basic,Basic,Seasonal,Normal,
1630-1,Helicopter,1990,67,27,Classic Town,Town,Modern day,Flight,Normal,
163-1,Cargo Wagon,1977,235,128,4.5V,Trains,Modern day,4.5/12V,Normal,
1631-1,Black Racer,1990,67,23,Classic Town,Town,Modern day,Racing,Normal,
1632-1,Motor Boat,1990,67,28,Classic Town,Town,Modern day,Boats,Normal,
1633-1,Loader Tractor,1990,67,24,Classic Town,Town,Modern day,Construction,Normal,
1635-1,Fire Dispatch,1991,632,19,Town,Duplo,Pre-school,,Normal,
1636-1,Small Bucket,1990,467,186,Basic,Basic,Basic,,Normal,
1637-1,Large Bucket,1990,467,493,Basic,Basic,Basic,,Normal,
1638-1,Blue Bucket,1990,467,466,Basic,Basic,Basic,,Normal,
1639-1,Large Bucket,1990,467,675,Basic,Basic,Basic,,Normal,
1640-1,Tuttle the Turtle,1989,505,6,Basic Set,Duplo,Pre-school,,Normal,
164-1,Passenger Wagon,1978,235,158,4.5V,Trains,Modern day,4.5/12V,Normal,
1641-1,Crocodile,1989,505,6,Basic Set,Duplo,Pre-school,,Normal,
16411-1,City Fire Backpack,2012,777,0,"Bags, Totes, & Luggage",,,,,
1642-1,"Lego Motion 3B, Sea Eagle",1989,728,15,McDonalds,Basic,Basic,,Normal,
16421-1,City Fire Backpack,2012,777,0,"Bags, Totes, & Luggage",,,,,
1642-2,"Lego Motion 3B, Sea Eagle - International version",1994,728,15,McDonalds,,,,,
1643-1,"Lego Motion 2B, Lightning Striker",1989,728,16,McDonalds,Basic,Basic,,Normal,
16431-1,City Fire Duffle Bag,2016,777,0,"Bags, Totes, & Luggage",,,,,
16436-1,Ninjago Jay Duffle Bag,2016,777,0,"Bags, Totes, & Luggage",,,,,
1644-1,"Lego Motion 4A, Wind Whirler",1989,728,17,McDonalds,Basic,Basic,,Normal,
16441-1,City Fire Pencil Case with Pencils,2016,501,0,Gear,,,,,
1644-2,"Lego Motion 4A, Wind Whirler - International version",1994,728,17,McDonalds,,,,,
16446-1,Ninjago Jay Pencil Case with Pencils,2016,739,0,Stationery and Office Supplies,,,,,
1645-1,"Lego Motion 1A, Gyro Bird",1989,728,19,McDonalds,Basic,Basic,,Normal,
1646-1,"Lego Motion 3A, Land Laser",1989,728,17,McDonalds,Basic,Basic,,Normal,
1646-2,"Lego Motion 3A, Land Laser - International version",1994,728,17,McDonalds,,,,,
1647-1,"Lego Motion 1B, Turbo Force",1989,728,14,McDonalds,Basic,Basic,,Normal,
16472-1,Ninjago Kai Gym Bag,2016,777,0,"Bags, Totes, & Luggage",,,,,
16474-1,Friends Horse Gym Bag,2016,777,0,"Bags, Totes, & Luggage",,,,,
16476-1,Ninjago Jay Gym Bag,2016,777,0,"Bags, Totes, & Luggage",,,,,
1648-1,"Lego Motion 2A, Swamp Stinger",1989,728,16,McDonalds,Basic,Basic,,Normal,
1649-1,"Lego Motion 4B, Sea Skimmer",1989,728,17,McDonalds,Basic,Basic,,Normal,
1649-2,"Lego Motion 4B, Sea Skimmer - International version",1994,728,17,McDonalds,,,,,
1650-1,Maersk Line Container Ship,1974,363,220,Boat,LEGOLAND,Vintage,Boats,Normal,
165-1,Cargo Station,1978,235,265,4.5V,Trains,Modern day,4.5/12V,Normal,
1651-1,Basic Building Set Trial Size,1993,467,30,Basic,Basic,Basic,,Normal,
1651-2,Maersk Line Container Truck,1980,67,306,Classic Town,Town,Modern day,Special,Normal,
1652-1,Basic Set,1994,467,44,Basic,Basic,Basic,,Normal,
1655-1,Viking Line Ferry,1985,471,176,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1656-1,Evacuation Team,1991,67,244,Classic Town,Town,Modern day,Fire,Normal,
1656-2,Viking Line Ferry,1982,471,179,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1657-1,Bird,1990,505,6,Basic Set,Duplo,Pre-school,,Normal,
1658-1,Viking Line Ferry,1982,471,203,Ferries,Promotional,Miscellaneous,Ferries,Normal,
1660-1,Kronprins Frederik Ferry,1996,471,165,Ferries,Promotional,Miscellaneous,Ferries,Normal,
166-1,Flat Wagon,1978,235,51,4.5V,Trains,Modern day,4.5/12V,Normal,
1661-2,Basic Building Set in Bucket,1989,467,422,Basic,,,,,
1662-1,Basic Building Set in Bucket,1989,467,632,Basic,Basic,Basic,,Normal,
1663-1,Basic Building Set in Bucket,1989,467,451,Basic,Basic,Basic,,Normal,
1664-1,Bird,1992,505,2,Basic Set,Duplo,Pre-school,,Normal,
1665-1,Dual FX Racers,1990,67,108,Classic Town,Town,Modern day,Racing,Normal,
1666-1,Brick Vac,1991,467,140,Basic,Basic,Basic,,Normal,
1668-1,Basic Building Set Trial Size,1992,467,30,Basic,Basic,Basic,,Normal,
1670-1,Basic Building Set Trial Size,1992,467,28,Basic,Basic,Basic,,Normal,
167-1,Loading Ramp and Car Transport Wagon,1978,235,100,4.5V,Trains,Modern day,4.5/12V,Normal,
167-2,House and Garden Extra Parts Kit,1971,756,112,Samsonite,Samsonite,Vintage,Supplemental,Normal,
1672-1,Circus,1990,632,18,Town,Duplo,Pre-school,,Normal,
1673-1,Zoo Train,1992,632,8,Town,Duplo,Pre-school,,Normal,
1675-1,LEGOLAND Triple Pack,1990,559,0,Value Packs,Assorted,Miscellaneous,Bonus/Value Pack,Collection,
1676-1,Basic Building Set,1990,467,22,Basic,Basic,Basic,,Normal,
1677-1,Rabbit,1990,229,25,Easter,Basic,Basic,Seasonal,Normal,6.0
1678-1,Basic Building Set Trial Size,1991,467,49,Basic,Basic,Basic,,Normal,
1679-1,Basic Building Set,1990,467,43,Basic,Basic,Basic,,Normal,
1680-1,Hay Cart with Smugglers,1990,194,67,Forestmen,Castle,Historical,Forestmen,Normal,
1681-1,Oval Rattle,1989,663,1,Rattles,Duplo,Pre-school,,Normal,
1682-1,Space Shuttle,1990,67,420,Classic Town,Town,Modern day,Flight,Normal,
1685-1,Pre-School Building Set,1987,632,69,Town,Duplo,Pre-school,,Normal,
1687-1,Midnight Transport,1993,67,275,Classic Town,Town,Modern day,Flight,Normal,
1688-1,Large Bucket for Her,1993,467,216,Basic,Basic,Basic,,Normal,
1690-1,Helicopter,1990,67,27,Classic Town,Town,Modern day,Special,Collection,
1692-1,Tractor Loader,1990,50,24,Town,Town,Modern day,Special,Collection,
1693-1,Turbo Force,1992,67,26,Classic Town,Town,Modern day,Racing,Normal,
1694-1,Galactic Scout,1992,129,23,Blacktron II,Space,Action/Adventure,Blacktron 2,Normal,
1695-1,Treasure Chest,1992,199,24,Lion Knights,Castle,Historical,Lion Knights,Normal,
1696-1,Pirate Lookout,1992,148,17,Pirates I,Pirates,Historical,,Normal,
1698-1,Basic Building Set Trial Size,1991,467,26,Basic,Basic,Basic,,Normal,
1699-1,Small Bucket,1993,467,179,Basic,Basic,Basic,,Normal,
1-7,Basic Set,1973,465,107,Universal Building Set,Universal Building Set,Basic,,Normal,
170-1,Push Along Play Train,1972,235,87,4.5V,Trains,Modern day,4.5/12V,Normal,
1701-1,Basic Building Set Trial Size,1994,467,26,Basic,Basic,Basic,,Normal,
1701-2,Bionicle Gali Pen,2001,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1702-1,Fire Fighter 4 x 4,1994,67,59,Classic Town,Town,Modern day,Fire,Normal,
1702-2,Bionicle Kopaka Pen,2001,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1703-1,Dalmatian Station Building Set,1994,467,181,Basic,Basic,Basic,,Normal,
1703-2,Bionicle Lewa Pen,2001,739,17,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1704-1,Ice Planet Satellite Plough,1994,133,47,Ice Planet 2002,Space,Action/Adventure,Ice Planet 2002,Normal,
1704-2,Bionicle Onua Pen,2001,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1705-1,Large Dinosaur Bucket,1994,467,327,Basic,Gear,Miscellaneous,Pens,Gear,
1705-2,Bionicle Pohatu Pen,2001,739,16,Stationery and Office Supplies,Basic,Basic,,Normal,
1706-1,Bionicle Tahu Pen,2001,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1707-1,20th Anniversary Jackpot Bucket,1993,467,381,Basic,Basic,Basic,,Normal,
1708-1,Large Bucket,1994,467,665,Basic,Basic,Basic,,Normal,
1708-2,Bionicle Limited Edition Pen,2001,739,8,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1709-1,Darth Vader Pen,2002,739,17,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1710-1,Snowmobile,1994,67,24,Classic Town,Town,Modern day,Leisure,Normal,
17101-1,Creative Toolbox,2017,301,847,Other,Boost,Miscellaneous,,Normal,7.0
1710-2,R2-D2 Pen,2002,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
171-1,Complete Train Set Without Motor,1972,235,147,4.5V,Trains,Modern day,4.5/12V,Normal,
1711-1,Ice Planet Scooter,1994,133,19,Ice Planet 2002,Space,Action/Adventure,Ice Planet 2002,Normal,
1711-2,C-3PO Pen,2002,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1712-1,Crossbow Cart,1994,190,23,Dragon Knights,Castle,Historical,Dragon Knights,Normal,
1712-2,Anakin Skywalker Pen,2002,739,17,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1713-1,Shipwrecked Pirate,1994,148,23,Pirates I,Pirates,Historical,,Normal,
1713-2,Jango Fett Pen,2002,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1714-1,Surveillance Scooter,1995,142,23,Spyrius,Space,Action/Adventure,Spyrius,Normal,
1714-2,Clone Trooper Pen,2002,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1715-1,Special Value,1995,467,400,Basic,Basic,Basic,,Normal,
1715-3,Bionicle Gahlok Pen,2002,739,14,Stationery and Office Supplies,,,,,
1716-1,Starter Set with Building Plates,1994,467,201,Basic,Gear,Miscellaneous,Pens,Gear,
1716-2,Bionicle Kohrak Pen,2002,739,16,Stationery and Office Supplies,Basic,Basic,,Normal,
1717-1,Bionicle Lehvak Pen,2002,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1718-1,Bionicle Nuhvok Pen,2002,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1719-1,Freestyle Bricks and Plates,1995,399,199,Freestyle,Gear,Miscellaneous,Pens,Gear,
1719-2,Bionicle Pahrak Pen,2002,739,16,Stationery and Office Supplies,Freestyle,Basic,,Normal,
1720-1,Cactus Canyon Value Pack,1994,67,0,Classic Town,Town,Modern day,Bonus/Value Pack,Collection,
1720-2,Bionicle Tahnok Pen,2002,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1721-1,Sandypoint Marina Value Pack,1994,67,0,Classic Town,Town,Modern day,Bonus/Value Pack,Collection,
1722-1,Rescue / Ice Planet Combi Pack,1994,559,0,Value Packs,Assorted,Miscellaneous,Bonus/Value Pack,Collection,
1723-1,Castle / Pirates Combi Pack,1994,559,0,Value Packs,Assorted,Miscellaneous,Bonus/Value Pack,Collection,
1724-1,Bird,1994,467,9,Basic,Basic,Basic,,Normal,
1725-1,Dinosaur,1994,467,11,Basic,Basic,Basic,,Normal,
1726-1,Girl,1994,467,7,Basic,Basic,Basic,,Normal,
1727-1,Horse,1994,467,10,Basic,Basic,Basic,,Normal,
1727-2,Chewbacca Pen,2002,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1728-1,Crystal Crawler,1996,308,97,Aquanauts,Aquazone,Action/Adventure,Aquanauts,Normal,
1728-2,Darth Maul Pen,2002,739,13,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1729-1,Barnacle Bay Value Pack,1994,148,0,Pirates I,Pirates,Historical,Bonus/Value Pack,Collection,
1729-2,Luke Skywalker Pen,2003,739,14,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1730-1,Snow Scooter,1994,67,24,Classic Town,Town,Modern day,Leisure,Normal,
1730-2,Paploo Pen,2003,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1731-1,Ice Planet Scooter,1994,133,19,Ice Planet 2002,Space,Action/Adventure,Ice Planet 2002,Normal,
1731-2,Stormtrooper Pen,2003,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1732-1,Crossbow Cart,1994,190,23,Dragon Knights,Castle,Historical,Dragon Knights,Normal,
1732-2,Obi-Wan Kenobi Pen,2003,739,16,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1733-1,Shipwrecked Pirate,1994,148,23,Pirates I,Pirates,Historical,,Normal,
1733-2,Tusken Raider Pen,2003,739,15,Stationery and Office Supplies,Gear,Miscellaneous,Pens,Gear,
1734-1,Yoda Pen,2003,739,14,Stationery and Office Supplies,Duplo,Pre-school,,Normal,
1735-1,Knights Kingdom: Rascus & Jayko Pen,2005,739,15,Stationery and Office Supplies,Duplo,Pre-school,,Normal,
1736-1,Wizard's Cart,1995,190,18,Dragon Knights,Castle,Historical,Dragon Knights,Normal,
1737-1,Scorpion Detector,1996,131,198,Exploriens,Space,Action/Adventure,Exploriens,Normal,7.0
1739-1,Penguin,1997,505,8,Basic Set,Duplo,Pre-school,,Normal,
1740-1,Kayak,1994,67,16,Classic Town,Town,Modern day,Leisure,Normal,
1741-1,Car,1994,67,36,Classic Town,Town,Modern day,Leisure,Normal,
1742-1,Van,1994,67,81,Classic Town,Town,Modern day,Leisure,Normal,
1743-1,"Box of Standard Bricks, 5+",1995,467,400,Basic,Basic,Basic,,Normal,
1744-1,Medium Bucket,1995,505,51,Basic Set,Duplo,Pre-school,,Normal,2.0
1745-1,"Box of Standard Bricks, 3+",1995,467,404,Basic,Basic,Basic,,Normal,
1746-1,Wiz the Wizard,1995,190,18,Dragon Knights,Castle,Historical,Dragon Knights,Normal,
1747-1,Treasure Surprise,1996,148,25,Pirates I,Pirates,Historical,,Normal,
1749-1,Paravane,1996,308,16,Aquanauts,Aquazone,Action/Adventure,Aquanauts,Normal,
1750-1,Renault Formula 1 Racer,1992,67,33,Classic Town,Town,Modern day,Special,Normal,
1751-1,Show Jumping Bucket,1996,505,27,Basic Set,Duplo,Pre-school,,Normal,
1752-1,Boat with Armour,1996,201,21,Royal Knights,Castle,Historical,Royal Knights,Normal,
1754-1,Bionicle: The Quest Game,2006,741,0,Tabletop Games and Puzzles,Duplo,Pre-school,,Normal,
1756-1,Basic Promotional Set,1995,467,8,Basic,Basic,Basic,,Normal,
1758-1,Basic Promotional Set,1995,467,7,Basic,Basic,Basic,,Normal,
1759-1,Parrot,1995,505,7,Basic Set,Duplo,Pre-school,,Normal,
1760-1,Go-Cart,1995,67,21,Classic Town,Town,Modern day,Racing,Normal,
1761-1,Paradisa Speedboat,1995,90,21,Paradisa,Town,Modern day,Paradisa,Normal,
1762-1,Go-Cart,1995,67,21,Classic Town,Town,Modern day,Racing,Normal,
1764-1,Birthday Building Set,1995,505,100,Basic Set,Duplo,Pre-school,,Normal,
1766-1,Small Freestyle Bucket,1995,399,109,Freestyle,Freestyle,Basic,,Normal,
1767-1,Basic Promotional Set,1995,467,6,Basic,Basic,Basic,,Normal,
1768-1,Basic Promotional Set,1995,467,9,Basic,Basic,Basic,,Normal,
1769-1,Aircraft,1992,729,23,Airlines,Basic,Basic,,Normal,
1772-1,Airport Container Truck,1992,67,80,Classic Town,Town,Modern day,Special,Normal,
1773-1,Airline Maintenance Vehicle with Trailer,1992,729,109,Airlines,Town,Modern day,Special,Normal,
1774-1,Aircraft,1992,67,139,Classic Town,Town,Modern day,Special,Normal,
1775-1,Jet,1994,67,165,Classic Town,Town,Modern day,Special,Normal,
1776-1,Large Bulk Bucket,1996,467,950,Basic,Basic,Basic,,Normal,
1777-1,Sabah Promotional Set: Plane,1996,467,10,Basic,Basic,Basic,,Normal,
1778-1,Boat,1995,467,9,Basic,Basic,Basic,,Normal,5.0
1779-1,Helicopter,1995,467,10,Basic,Basic,Basic,,Normal,
1781-1,Dino Babies,1997,658,90,Dino,Duplo,Pre-school,,Normal,
1782-1,Discovery Station,1997,86,328,Divers,Town,Modern day,Divers,Normal,
1783-1,Primo Rattle,1997,440,2,Primo,Primo,Pre-school,,Normal,
1784-1,Animals Bulk Box,1996,505,21,Basic Set,Duplo,Pre-school,,Normal,
1785-1,Introducing Crater Critters,1995,126,146,Space,Space,Action/Adventure,Miscellaneous,Normal,
1786-1,Jailbreak Joe,1995,67,190,Classic Town,Town,Modern day,Police,Normal,
1787-1,Crater Cruiser,1995,145,183,Unitron,Space,Action/Adventure,Unitron,Normal,
1788-1,Treasure Chest,1995,148,167,Pirates I,Pirates,Historical,,Normal,
1789-1,Star Hawk II,1995,145,293,Unitron,Space,Action/Adventure,Unitron,Normal,
1790-1,Shark Fisherman,1994,67,20,Classic Town,Town,Modern day,Leisure,Normal,
1791-1,Windsurfer & Van,1994,67,70,Classic Town,Town,Modern day,Leisure,Normal,
1792-1,Pleasure Cruiser,1994,67,66,Classic Town,Town,Modern day,Leisure,Normal,
1793-1,Space Station Zenon,1995,145,352,Unitron,Space,Action/Adventure,Unitron,Normal,
1794-1,Dragon Master Chariot,1994,190,36,Dragon Knights,Castle,Historical,Dragon Knights,Normal,
1795-1,Imperial Cannon,1994,148,37,Pirates I,Pirates,Historical,Imperial Guards,Normal,
1796-1,Freestyle Large Monster Bucket,1996,399,653,Freestyle,Freestyle,Basic,,Normal,
1797-1,Bonus Bucket,1996,505,90,Basic Set,Duplo,Pre-school,,Normal,
1798-1,Building Table,1995,473,3,Supplemental,Basic,Basic,Supplementaries,Normal,
1-8,Little House Set,1970,433,67,Minitalia,Minitalia,Vintage,,Normal,
1800-1,Turtle,1998,505,6,Basic Set,Duplo,Pre-school,,Normal,
180-1,Train with 5 Wagons and Circle of Track,1972,235,220,4.5V,Trains,Modern day,4.5/12V,Normal,
1802-1,Tidy Treasure,1996,148,25,Pirates I,Pirates,Historical,,Normal,
1802-2,Clikits Heart Pen,2004,739,0,Stationery and Office Supplies,,,,,
1804-1,Crossbow Boat,1996,201,21,Royal Knights,Castle,Historical,Royal Knights,Normal,
1805-1,Small Bucket,1995,505,32,Basic Set,Duplo,Pre-school,,Normal,
1806-1,Underwater Scooter,1996,308,16,Aquanauts,Aquazone,Action/Adventure,Aquanauts,Normal,
1807-1,Santa Claus and Sleigh,1995,227,17,Christmas,Town,Modern day,Seasonal,Normal,5.0
1808-1,Light Aircraft and Ground Support,1996,67,127,Classic Town,Town,Modern day,Special,Normal,
1809-1,Condor Promotional Airplane,1996,729,29,Airlines,Basic,Basic,,Normal,
18-1,Tree and Signs,1985,443,7,Service Packs,,,,,
181-1,"Complete Train Set with Motor, Signals and Switch",1972,235,145,4.5V,Trains,Modern day,4.5/12V,Normal,
1811-1,Safari,1995,632,27,Town,Duplo,Pre-school,,Normal,
1814-1,Starter Set,1995,664,23,Toolo,Duplo,Pre-school,Toolo,Normal,
1815-1,Paradisa Lifeguard,1996,90,38,Paradisa,Town,Modern day,Paradisa,Normal,
1817-1,Sea Plane with Hut and Boat,1996,67,135,Classic Town,Town,Modern day,Special,Normal,
1818-1,Aircraft and Ground Support Equipment and Vehicle,1996,67,204,Classic Town,Town,Modern day,Special,Normal,
1819-1,Large Bucket,1995,467,950,Basic,Basic,Basic,,Normal,
182-1,Train Set with Signal,1975,235,373,4.5V,Trains,Modern day,4.5/12V,Normal,
1821-1,Rally Racers,1996,67,196,Classic Town,Town,Modern day,Racing,Normal,
1822-1,Sea Claw 7,1995,308,191,Aquanauts,Aquazone,Action/Adventure,Aquanauts,Normal,
1823-1,Yacht,1995,467,10,Basic,Basic,Basic,,Normal,
